순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
26,091990,셀트리온헬스케어,"102,300","-5,200","-4.8","1,161,910","121,737,588,300","103,500","107,500","102,000","14,068,758,396,000","0.75","137,524,520",,,
27,006400,삼성SDI,"199,500","-8,500","-4.1","453,539","90,847,224,000","202,000","203,000","199,000","13,718,523,735,000","0.73","68,764,530",,,
28,033780,KT&G,"98,700","-600","-0.6","358,378","35,359,376,600","98,800","99,300","98,100","13,550,769,453,900","0.72","137,292,497",,,
29,010950,S-Oil,"117,000","-2,500","-2.1","211,631","24,742,270,500","116,500","117,500","116,000","13,172,186,664,000","0.70","112,582,792",,,
30,000810,삼성화재,"277,000","-5,000","-1.8","55,719","15,386,767,500","279,000","280,000","274,000","13,122,829,849,000","0.70","47,374,837",,,
31,000270,기아차,"31,300","-600","-1.9","1,229,184","38,468,583,950","31,450","31,550","31,100","12,687,872,761,100","0.68","405,363,347",,,
32,251270,넷마블게임즈,"143,000","-5,000","-3.4","204,733","29,461,833,000","143,500","146,000","142,500","12,158,973,970,000","0.65","85,027,790",,,
33,002790,아모레G,"130,500","-2,500","-1.9","61,420","8,064,540,000","131,000","133,000","129,000","10,760,792,490,000","0.57","82,458,180",,,
34,000030,우리은행,"14,900","-650","-4.2","3,186,017","47,685,507,300","15,200","15,250","14,800","10,072,400,000,000","0.54","676,000,000",,,
35,035720,카카오,"130,500","-7,500","-5.4","1,233,587","163,404,697,322","135,000","136,000","129,500","9,953,237,871,000","0.53","76,270,022",,,
36,034220,LG디스플레이,"26,250","-900","-3.3","2,797,777","73,985,149,750","26,650","26,750","26,100","9,392,662,125,000","0.50","357,815,700",,,
37,010130,고려아연,"477,000","-11,500","-2.4","30,448","14,601,180,500","482,000","484,500","474,500","9,000,990,000,000","0.48","18,870,000",,,
38,036570,엔씨소프트,"409,000","-13,000","-3.1","85,341","35,026,034,000","409,500","414,500","407,500","8,973,059,998,000","0.48","21,939,022",,,
39,024110,기업은행,"16,000","-750","-4.5","1,118,913","18,030,475,900","16,300","16,500","15,900","8,959,661,040,000","0.48","559,978,815",,,
40,009540,현대중공업,"147,500","-1,500","-1.0","354,280","52,721,112,000","146,500","152,000","146,000","8,358,150,335,000","0.44","56,665,426",,,
41,139480,이마트,"278,000","-1,500","-0.5","84,040","23,190,785,000","275,500","278,500","271,500","7,749,477,682,000","0.41","27,875,819",,,
42,009150,삼성전기,"101,000","-2,500","-2.4","1,273,666","130,504,278,900","100,000","104,500","99,700","7,544,063,296,000","0.40","74,693,696",,,
43,030200,KT,"27,050","-300","-1.1","719,814","19,524,777,100","27,300","27,350","27,000","7,063,074,406,400","0.38","261,111,808",,,
44,215600,신라젠,"100,300","-13,000","-11.5","6,014,015","641,852,869,800","110,500","114,500","99,500","6,839,783,576,800","0.36","68,193,256",,,
45,267250,현대로보틱스,"417,000","-14,500","-3.4","45,896","19,254,234,000","422,500","427,500","415,500","6,791,519,289,000","0.36","16,286,617",,,
46,004020,현대제철,"49,450","-1,450","-2.8","845,683","42,653,162,850","51,600","51,700","49,450","6,598,894,068,250","0.35","133,445,785",,,
47,161390,한국타이어,"52,500","-1,500","-2.8","261,657","13,767,036,200","53,400","54,000","52,200","6,503,441,122,500","0.35","123,875,069",,,
48,021240,코웨이,"87,800","-4,500","-4.9","174,919","15,572,698,800","91,000","91,600","87,400","6,479,606,548,200","0.34","73,799,619",,,
49,023530,롯데쇼핑,"227,500","-2,500","-1.1","98,908","22,515,756,000","224,500","229,500","224,500","6,397,765,692,500","0.34","28,122,047",,,
50,018880,한온시스템,"11,450","-250","-2.1","1,115,904","12,840,619,750","11,500","11,650","11,350","6,112,010,000,000","0.33","533,800,000",,,
51,006800,미래에셋대우,"9,090","-470","-4.9","4,821,340","44,192,225,080","9,270","9,300","9,060","6,056,816,148,720","0.32","666,316,408",,,
52,035250,강원랜드,"27,400","-1,000","-3.5","547,057","15,141,560,050","28,100","28,150","27,250","5,861,969,700,000","0.31","213,940,500",,,
53,086280,현대글로비스,"153,500","-500","-0.3","133,543","20,573,218,500","150,500","157,500","150,000","5,756,250,000,000","0.31","37,500,000",,,
54,078930,GS,"61,900","-2,500","-3.9","163,271","10,180,642,200","63,200","63,500","61,700","5,751,461,898,200","0.31","92,915,378",,,
55,008930,한미사이언스,"90,100","-3,400","-3.6","149,489","13,587,626,700","90,300","92,100","90,100","5,721,283,956,700","0.30","63,499,267",,,
56,128940,한미약품,"494,500","-18,500","-3.6","65,911","32,850,522,500","499,500","505,000","494,500","5,630,224,199,500","0.30","11,385,691",,,
57,088350,한화생명,"6,280","-170","-2.6","1,432,531","9,046,612,820","6,380","6,420","6,260","5,454,368,400,000","0.29","868,530,000",,,
58,032640,LG유플러스,"12,400","-200","-1.6","1,259,756","15,637,167,400","12,400","12,550","12,300","5,413,980,876,400","0.29","436,611,361",,,
59,097950,CJ제일제당,"322,500","-10,000","-3.0","40,986","13,278,644,500","325,000","327,000","321,500","4,854,652,485,000","0.26","15,053,186",,,
60,009830,한화케미칼,"29,450","-1,100","-3.6","715,398","21,325,818,400","29,950","30,200","29,450","4,853,635,622,550","0.26","164,809,359",,,
61,047810,한국항공우주,"49,150","-2,350","-4.6","830,126","41,326,662,350","50,300","50,800","49,000","4,790,901,509,050","0.25","97,475,107",,,
62,005830,DB손해보험,"65,800","-1,900","-2.8","154,392","10,196,334,300","67,000","67,100","65,600","4,658,640,000,000","0.25","70,800,000",,,
63,271560,오리온,"117,500","-2,500","-2.1","62,247","7,353,984,500","117,000","120,000","117,000","4,645,186,367,500","0.25","39,533,501",,,
64,001040,CJ,"157,500","-4,500","-2.8","126,139","20,002,370,500","160,000","161,500","156,500","4,595,377,185,000","0.24","29,176,998",,,
65,071050,한국금융지주,"81,900","-3,100","-3.6","262,439","21,559,936,000","82,600","83,200","81,100","4,563,958,744,800","0.24","55,725,992",,,
66,004990,롯데지주,"60,700","-900","-1.5","131,556","8,002,455,200","60,900","61,200","60,500","4,472,558,100,000","0.24","73,683,000",,,
67,036460,한국가스공사,"46,950","-900","-1.9","122,459","5,743,554,250","46,750","47,300","46,400","4,334,095,350,000","0.23","92,313,000",,,
68,000720,현대건설,"38,500","-1,850","-4.6","1,088,300","42,278,724,562","39,500","39,600","38,300","4,287,196,952,500","0.23","111,355,765",,,
69,004800,효성,"120,000","-5,000","-4.0","215,575","26,064,212,500","121,500","123,500","119,500","4,214,094,600,000","0.22","35,117,455",,,
70,029780,삼성카드,"35,000","-500","-1.4","161,429","5,647,129,050","35,250","35,350","34,800","4,055,061,185,000","0.22","115,858,891",,,
71,086900,메디톡스,"702,000","-9,000","-1.3","71,006","50,647,113,800","699,900","746,900","690,000","3,970,887,570,000","0.21","5,656,535",,,
72,005940,NH투자증권,"13,650","-950","-6.5","2,589,159","35,938,423,900","14,050","14,200","13,600","3,841,231,307,550","0.20","281,408,887",,,
73,010060,OCI,"158,500","1,000","0.6","550,162","87,394,098,000","153,500","162,500","153,000","3,780,125,303,500","0.20","23,849,371",,,
74,012750,에스원,"96,100","-2,000","-2.0","38,094","3,672,101,300","96,600","97,600","95,200","3,651,721,005,800","0.19","37,999,178",,,
75,005387,현대차2우B,"96,900","-1,000","-1.0","31,362","3,031,976,800","96,300","97,700","95,800","3,644,783,518,500","0.19","37,613,865",,,
76,079440,아이엔지생명,"44,400","-1,050","-2.3","226,429","10,052,825,175","44,950","45,000","43,750","3,640,800,000,000","0.19","82,000,000",,,
77,002380,KCC,"342,000","-6,000","-1.7","19,893","6,822,491,500","343,000","346,000","341,000","3,610,327,446,000","0.19","10,556,513",,,
78,138930,BNK금융지주,"10,750","-450","-4.0","1,027,678","11,130,975,950","10,900","11,200","10,600","3,503,803,894,500","0.19","325,935,246",,,
79,008770,호텔신라,"89,100","-1,300","-1.4","327,138","29,318,694,300","88,600","91,000","88,200","3,497,007,581,100","0.19","39,248,121",,,
80,016360,삼성증권,"39,050","-2,500","-6.0","651,041","25,720,761,950","40,350","40,550","38,950","3,487,165,000,000","0.19","89,300,000",,,
81,009240,한샘,"147,500","-3,000","-2.0","46,877","6,909,119,000","147,000","149,000","146,500","3,471,254,380,000","0.18","23,533,928",,,
82,130960,CJ E&M,"89,200","30","0.0","261,467","23,180,233,100","88,800","90,100","87,000","3,454,902,338,800","0.18","38,732,089",,,
83,001450,현대해상,"38,600","-2,200","-5.4","371,211","14,494,511,650","40,350","40,350","38,600","3,450,840,000,000","0.18","89,400,000",,,
84,004170,신세계,"336,500","-10,500","-3.0","52,851","17,991,538,750","335,000","346,500","334,500","3,312,903,406,500","0.18","9,845,181",,,
85,028050,삼성엔지니어링,"16,700","-650","-3.8","2,479,429","41,793,404,600","16,850","17,200","16,500","3,273,200,000,000","0.17","196,000,000",,,
86,084990,바이로메드,"201,500","-26,400","-11.6","945,967","198,269,708,500","213,200","220,800","198,000","3,215,186,390,000","0.17","15,956,260",,,
87,241560,두산밥캣,"31,600","-700","-2.2","128,192","4,046,912,850","31,600","32,100","31,300","3,167,873,645,600","0.17","100,249,166",,,
88,010140,삼성중공업,"8,020","-310","-3.7","5,426,461","43,916,810,740","8,140","8,240","8,010","3,127,800,000,000","0.17","390,000,000",,,
89,088980,맥쿼리인프라,"8,700","-90","-1.0","577,542","5,040,763,180","8,770","8,770","8,690","3,036,685,723,200","0.16","349,044,336",,,
90,042660,대우조선해양,"28,200","950","3.5","4,431,638","126,149,005,850","26,950","30,550","26,300","3,007,707,321,600","0.16","106,656,288",,,
91,000120,CJ대한통운,"130,000","-4,500","-3.4","75,470","9,927,020,000","132,500","134,000","130,000","2,965,604,720,000","0.16","22,812,344",,,
92,003490,대한항공,"30,800","-1,550","-4.8","1,026,973","32,020,762,700","31,850","32,000","30,700","2,921,214,727,200","0.16","94,844,634",,,
93,011780,금호석유,"95,800","-3,800","-3.8","143,696","13,877,099,600","96,000","98,000","95,400","2,918,804,797,800","0.16","30,467,691",,,
94,000880,한화,"38,500","-1,200","-3.0","279,735","10,879,304,400","39,000","39,250","38,500","2,885,911,297,500","0.15","74,958,735",,,
95,012630,현대산업,"38,250","-1,600","-4.0","210,207","8,136,789,200","39,000","39,200","37,900","2,883,444,885,000","0.15","75,384,180",,,
96,950160,티슈진(Reg.S),"46,950","-2,350","-4.8","715,006","33,977,324,350","47,500","48,950","46,250","2,859,210,867,000","0.15","60,899,060",,,
97,011070,LG이노텍,"120,000","-6,500","-5.1","503,041","60,864,431,000","122,500","124,000","119,000","2,840,052,840,000","0.15","23,667,107",,,
98,282330,BGF리테일,"161,500","-4,000","-2.4","37,074","6,004,914,000","164,000","165,000","160,000","2,791,350,819,000","0.15","17,283,906",,,
99,003670,포스코켐텍,"46,800","-2,550","-5.2","546,106","26,181,712,600","47,900","48,950","46,800","2,764,476,000,000","0.15","59,070,000",,,
100,047050,포스코대우,"22,300","-150","-0.7","1,263,285","28,304,229,750","21,750","22,800","21,650","2,751,265,822,700","0.15","123,375,149",,,
101,068760,셀트리온제약,"81,700","-4,700","-5.4","414,194","34,590,360,400","83,700","85,500","81,600","2,725,341,818,900","0.15","33,357,917",,,
102,028670,팬오션,"5,080","-170","-3.2","2,946,235","15,062,833,450","5,060","5,200","5,060","2,715,462,915,520","0.14","534,539,944",,,
103,016170,로엔,"106,000","-2,700","-2.5","37,672","4,062,143,600","108,700","110,900","106,000","2,680,920,730,000","0.14","25,291,705",,,
104,253450,스튜디오드래곤,"94,500","-3,400","-3.5","147,706","13,995,165,900","95,600","96,800","93,000","2,649,519,180,000","0.14","28,037,240",,,
105,026960,동서,"26,500","-850","-3.1","119,530","3,191,753,550","27,050","27,100","26,500","2,642,050,000,000","0.14","99,700,000",,,
106,000100,유한양행,"209,500","-9,000","-4.1","69,588","14,705,670,500","214,500","216,000","208,000","2,557,859,663,000","0.14","12,209,354",,,
107,007070,GS리테일,"33,050","-800","-2.4","147,946","4,904,135,100","33,350","33,600","33,000","2,544,850,000,000","0.14","77,000,000",,,
108,008560,메리츠종금증권,"4,170","-215","-4.9","3,841,142","16,254,389,055","4,280","4,320","4,145","2,525,523,270,240","0.13","605,641,072",,,
109,263750,펄어비스,"208,000","-9,900","-4.5","114,576","24,247,820,900","211,400","214,700","208,000","2,509,790,400,000","0.13","12,066,300",,,
