순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
1090,009470,삼화전기,"18,600","-1,600","-7.9","247,797","4,715,828,900","19,450","19,750","18,150","123,017,052,000","0.01","6,613,820",,,
1091,099320,쎄트렉아이,"33,600","100","0.3","30,392","1,042,561,850","33,450","34,950","33,000","122,975,664,000","0.01","3,659,990",,,
1092,063760,이엘피,"25,050","-900","-3.5","36,174","910,692,600","25,500","25,800","24,850","122,882,775,000","0.01","4,905,500",,,
1093,193250,와이제이엠게임즈,"2,690","-215","-7.4","1,324,265","3,686,886,910","2,810","2,890","2,685","122,762,440,550","0.01","45,636,595",,,
1094,033560,블루콤,"6,780","-300","-4.2","106,576","732,234,930","7,000","7,060","6,760","122,636,958,660","0.01","18,088,047",,,
1095,053700,삼보모터스,"8,600","240","2.9","751,622","6,372,186,430","8,200","8,750","8,120","122,544,281,000","0.01","14,249,335",,,
1096,006090,사조오양,"13,000","-300","-2.3","57,953","755,546,600","13,100","13,300","12,800","122,495,607,000","0.01","9,422,739",,,
1097,053450,세코닉스,"11,200","-1,100","-8.9","228,078","2,645,902,100","11,950","12,200","11,200","122,370,281,600","0.01","10,925,918",,,
1098,063160,종근당바이오,"23,400","-750","-3.1","51,275","1,207,968,800","23,600","23,900","23,350","122,370,042,600","0.01","5,229,489",,,
1099,075180,새론오토모티브,"6,370","-170","-2.6","10,953","70,111,870","6,590","6,590","6,370","122,304,000,000","0.01","19,200,000",,,
1100,039830,오로라,"11,350","-300","-2.6","61,590","717,270,600","11,600","11,950","11,350","122,158,801,500","0.01","10,762,890",,,
1101,101730,조이맥스,"14,350","-550","-3.7","16,768","243,456,350","14,850","14,850","14,250","122,050,107,900","0.01","8,505,234",,,
1102,219420,링크제니시스,"12,200","-750","-5.8","622,232","7,814,462,050","12,600","13,000","12,050","122,000,000,000","0.01","10,000,000",,,
1103,036090,위지트,"1,675","-5","-0.3","3,082,259","5,195,781,320","1,630","1,750","1,630","121,855,099,275","0.01","72,749,313",,,
1104,003080,성보화학,"6,080","30","0.0","25,242","152,634,430","6,050","6,080","6,030","121,721,600,000","0.01","20,020,000",,,
1105,211270,AP위성,"8,070","-300","-3.6","38,187","312,316,130","8,320","8,360","8,000","121,169,468,280","0.01","15,014,804",,,
1106,078140,대봉엘에스,"10,900","-900","-7.6","394,436","4,437,227,500","11,350","11,600","10,800","120,843,711,100","0.01","11,086,579",,,
1107,088800,에이스테크,"3,810","-250","-6.2","497,191","1,937,090,390","3,860","3,995","3,805","120,805,110,180","0.01","31,707,378",,,
1108,003100,선광,"18,300","-550","-2.9","12,975","239,783,150","18,650","18,800","18,250","120,780,000,000","0.01","6,600,000",,,
1109,263770,유에스티,"5,250","-1,050","-16.7","1,097,123","6,566,776,510","7,190","7,290","5,100","119,727,153,000","0.01","22,805,172",,,
1110,001530,동일방직,"51,200","-100","-0.2","3,330","169,316,200","51,300","51,400","50,400","119,592,243,200","0.01","2,335,786",,,
1111,048870,시너지이노베이션,"2,150","-300","-12.2","948,269","2,140,765,380","2,395","2,430","2,110","119,343,208,350","0.01","55,508,469",,,
1112,025750,한솔홈데코,"1,475","-85","-5.4","1,424,866","2,137,848,650","1,540","1,545","1,470","118,833,594,775","0.01","80,565,149",,,
1113,014570,고려제약,"10,800","-1,250","-10.4","891,924","10,085,180,750","11,650","11,800","10,700","118,800,000,000","0.01","11,000,000",,,
1114,222080,씨아이에스,"2,215","-85","-3.7","2,335,370","5,225,304,685","2,215","2,305","2,170","118,778,721,575","0.01","53,624,705",,,
1115,149950,아바텍,"7,590","-340","-4.3","30,951","237,559,480","7,790","7,800","7,590","118,460,925,000","0.01","15,607,500",,,
1116,084730,팅크웨어,"11,300","-800","-6.6","204,260","2,375,248,100","11,800","12,000","11,300","117,810,206,600","0.01","10,425,682",,,
1117,055490,테이팩스,"24,950","-600","-2.4","34,626","866,904,950","25,400","25,400","24,900","117,705,367,500","0.01","4,717,650",,,
1118,037270,YG PLUS,"2,020","-70","-3.4","213,044","429,219,945","2,055","2,065","1,970","117,504,822,080","0.01","58,170,704",,,
1119,067310,하나마이크론,"5,230","-370","-6.6","533,385","2,879,847,710","5,480","5,580","5,210","117,370,467,560","0.01","22,441,772",,,
1120,111110,호전실업,"14,650","-150","-1.0","71,322","1,050,415,450","14,700","14,900","14,350","117,200,000,000","0.01","8,000,000",,,
1121,123840,한일진공,"2,165","30","0.0","2,285,383","5,086,999,880","2,140","2,345","2,100","117,142,908,535","0.01","54,107,579",,,
1122,011700,한신기계,"3,610","-220","-5.7","315,359","1,150,342,255","3,740","3,805","3,400","117,130,605,110","0.01","32,446,151",,,
1123,009310,참엔지니어링,"2,375","-50","-2.1","636,062","1,498,249,360","2,380","2,405","2,320","116,826,150,250","0.01","49,189,958",,,
1124,005800,신영와코루,"129,500","-3,000","-2.3","175","22,996,500","135,500","137,500","129,500","116,550,000,000","0.01","900,000",,,
1125,108860,셀바스AI,"5,280","10","0.2","1,425,013","7,540,709,775","5,010","5,480","4,980","116,455,389,600","0.01","22,055,945",,,
1126,090370,아비스타,"3,220","-60","-1.8","405,151","1,326,910,670","3,280","3,345","3,210","116,234,371,820","0.01","36,097,631",,,
1127,007330,푸른저축은행,"7,690","-110","-1.4","7,993","61,523,710","7,730","7,750","7,630","115,986,732,000","0.01","15,082,800",,,
1128,042510,라온시큐어,"3,640","-230","-5.9","924,504","3,422,759,710","3,785","3,790","3,635","115,786,987,680","0.01","31,809,612",,,
1129,284610,탈모닷컴,"6,300","-130","-2.0","498","3,135,950","6,400","6,400","6,070","115,708,950,000","0.01","18,366,500",,,
1130,040420,정상제이엘에스,"7,370","-80","-1.1","16,119","119,055,860","7,380","7,440","7,370","115,543,558,240","0.01","15,677,552",,,
1131,045520,크린앤사이언스,"17,750","-550","-3.0","210,010","3,805,505,500","17,850","18,600","17,400","115,375,000,000","0.01","6,500,000",,,
1132,009440,KC그린홀딩스,"5,140","-120","-2.3","75,887","389,620,120","5,200","5,260","5,070","115,315,797,200","0.01","22,434,980",,,
1133,171090,선익시스템,"19,200","-1,500","-7.2","52,318","1,023,331,200","20,000","20,050","19,200","115,200,000,000","0.01","6,000,000",,,
1134,069510,에스텍,"10,550","-200","-1.9","15,739","165,696,750","10,700","10,750","10,450","115,100,500,000","0.01","10,910,000",,,
1135,014530,극동유화,"3,300","30","0.0","16,796","54,943,480","3,300","3,315","3,260","115,069,086,000","0.01","34,869,420",,,
1136,088130,동아엘텍,"10,300","-1,000","-8.8","148,887","1,578,449,750","11,000","11,150","10,300","114,848,048,800","0.01","11,150,296",,,
1137,079190,EMW,"3,665","-180","-4.7","1,464,346","5,530,376,510","3,700","3,935","3,665","114,657,366,315","0.01","31,284,411",,,
1138,179900,유티아이,"21,500","-400","-1.8","27,115","584,822,450","21,300","21,950","21,300","114,641,117,500","0.01","5,332,145",,,
1139,264450,유비쿼스,"22,350","-900","-3.9","40,505","919,598,550","22,600","23,250","22,200","114,520,394,250","0.01","5,123,955",,,
1140,114450,KPX생명과학,"7,630","-700","-8.4","4,131,196","35,176,794,340","8,330","9,100","7,630","114,450,000,000","0.01","15,000,000",,,
1141,038870,에코바이오,"10,000","-850","-7.8","333,994","3,439,907,340","10,450","10,600","9,960","114,163,320,000","0.01","11,416,332",,,
1142,090080,평화산업,"3,050","100","3.4","9,438,640","29,205,215,130","2,955","3,280","2,930","114,081,724,200","0.01","37,403,844",,,
1143,006340,대원전선,"1,675","-100","-5.6","5,081,898","8,818,810,085","1,715","1,810","1,670","114,079,511,425","0.01","68,107,171",,,
1144,061970,엘비세미콘,"2,605","-110","-4.0","169,324","447,025,605","2,695","2,695","2,600","114,058,862,160","0.01","43,784,592",,,
1145,008970,동양철관,"1,305","-65","-4.7","23,805,740","33,497,978,625","1,350","1,475","1,290","113,844,205,395","0.01","87,236,939",,,
1146,222810,닉스테크,"7,110","40","0.6","520,479","3,748,810,150","6,810","7,600","6,730","113,714,040,960","0.01","15,993,536",,,
1147,083650,비에이치아이,"4,370","-160","-3.5","140,895","619,946,555","4,450","4,470","4,370","113,620,000,000","0.01","26,000,000",,,
1148,220100,퓨쳐켐,"20,150","-1,450","-6.7","101,689","2,125,155,050","21,000","21,700","19,600","113,286,100,850","0.01","5,622,139",,,
1149,065350,신성델타테크,"5,110","-260","-4.8","662,081","3,451,329,830","5,300","5,330","5,020","112,872,475,170","0.01","22,088,547",,,
1150,038460,바이오스마트,"6,160","-440","-6.7","668,344","4,228,504,110","6,310","6,540","6,070","112,701,715,280","0.01","18,295,733",,,
1151,002700,신일산업,"1,585","-30","-1.9","1,270,844","2,013,268,155","1,580","1,605","1,565","112,610,320,785","0.01","71,047,521",,,
1152,061250,화일약품,"7,810","-740","-8.6","379,368","3,072,036,590","8,260","8,390","7,740","112,549,581,980","0.01","14,410,958",,,
1153,000850,화천기공,"51,100","-1,200","-2.3","3,346","171,176,800","51,900","51,900","50,800","112,420,000,000","0.01","2,200,000",,,
1154,002230,피에스텍,"5,700","-250","-4.2","195,340","1,126,042,960","5,830","5,850","5,680","112,114,685,100","0.01","19,669,243",,,
1155,004450,삼화왕관,"51,900","-1,100","-2.1","276","14,263,000","50,400","52,700","50,400","111,812,270,100","0.01","2,154,379",,,
1156,014710,사조씨푸드,"6,490","-100","-1.5","33,040","214,125,440","6,510","6,580","6,400","111,748,344,070","0.01","17,218,543",,,
1157,004910,조광페인트,"8,730","-260","-2.9","36,406","320,087,790","8,820","8,990","8,710","111,744,000,000","0.01","12,800,000",,,
1158,170920,엘티씨,"14,850","-200","-1.3","75,706","1,120,000,900","14,700","15,150","14,650","111,671,153,550","0.01","7,519,943",,,
1159,002300,한국제지,"22,250","-900","-3.9","13,870","312,093,150","22,850","22,900","22,250","111,360,115,250","0.01","5,004,949",,,
1160,027710,팜스토리,"1,260","-60","-4.6","545,549","699,744,805","1,315","1,315","1,260","111,317,763,060","0.01","88,347,431",,,
1161,008350,남선알미늄,"1,010","-20","-1.9","860,609","876,084,450","1,015","1,030","1,005","111,280,880,900","0.01","110,179,090",,,
1162,007110,일신석재,"1,435","20","1.4","3,640,985","5,295,571,560","1,405","1,495","1,390","111,150,235,350","0.01","77,456,610",,,
1163,045660,에이텍,"13,450","-200","-1.5","364,498","4,940,612,200","13,300","13,850","13,250","111,097,000,000","0.01","8,260,000",,,
1164,038160,팍스넷,"10,000","50","0.5","187,206","1,904,883,970","9,910","10,500","9,810","110,775,210,000","0.01","11,077,521",,,
1165,137400,피엔티,"13,400","-900","-6.3","339,551","4,618,432,650","13,900","14,000","13,300","110,773,324,400","0.01","8,266,666",,,
1166,204630,화이브라더스코리아,"3,860","-185","-4.6","276,207","1,057,980,785","3,905","4,020","3,700","110,448,013,500","0.01","28,613,475",,,
1167,096690,제이스테판,"425","0","0.0","0","0","0","0","0","110,255,273,950","0.01","259,424,174",,,
1168,196300,애니젠,"22,050","-1,950","-8.1","131,388","2,976,325,000","22,600","23,600","21,950","110,165,438,250","0.01","4,996,165",,,
1169,141020,포티스,"2,495","30","0.0","1,590,268","3,987,961,695","2,450","2,600","2,350","110,070,315,705","0.01","44,116,359",,,
1170,033170,시그네틱스,"1,280","-70","-5.2","970,765","1,269,053,015","1,325","1,340","1,280","109,732,248,320","0.01","85,728,319",,,
1171,001570,금양,"2,535","-25","-1.0","62,863","159,736,700","2,540","2,590","2,510","109,341,252,540","0.01","43,132,644",,,
1172,002880,대유에이텍,"1,190","-65","-5.2","2,633,128","3,321,907,650","1,320","1,345","1,175","109,328,759,330","0.01","91,872,907",,,
1173,222420,쎄노텍,"2,790","-110","-3.8","70,712","198,847,310","2,900","2,900","2,785","109,323,122,850","0.01","39,183,915",,,
1174,196490,디에이테크놀로지,"16,000","150","1.0","269,623","4,362,765,350","15,650","16,550","15,650","109,279,136,000","0.01","6,829,946",,,
1175,010770,평화홀딩스,"7,460","-730","-8.9","339,107","2,652,610,760","7,900","8,190","7,400","109,105,976,360","0.01","14,625,466",,,
1176,049480,오픈베이스,"3,470","-255","-6.8","784,886","2,806,038,900","3,600","3,670","3,445","109,035,669,010","0.01","31,422,383",,,
1177,173940,에프엔씨엔터,"7,590","-210","-2.7","42,704","324,981,660","7,620","7,780","7,500","109,029,439,200","0.01","14,364,880",,,
1178,101000,디엠씨,"2,875","660","29.8","12,894,416","32,947,092,790","1,840","2,875","1,840","108,841,830,500","0.01","37,858,028",,,
1179,134780,화진,"4,525","-395","-8.0","881,105","4,104,444,395","4,840","4,850","4,525","108,778,502,200","0.01","24,039,448",,,
1180,229000,젠큐릭스,"22,200","-200","-0.9","7,414","148,255,800","20,500","22,200","19,500","108,694,818,600","0.01","4,896,163",,,
1181,096240,청담러닝,"15,400","-400","-2.5","41,948","650,687,850","15,450","15,700","15,300","108,397,350,600","0.01","7,038,789",,,
1182,267790,배럴,"15,000","-350","-2.3","1,211,007","19,507,403,700","15,450","16,800","15,000","108,237,690,000","0.01","7,215,846",,,
1183,016090,대현,"2,390","-65","-2.6","253,269","610,115,680","2,435","2,450","2,390","108,224,720,900","0.01","45,282,310",,,
1184,006370,대구백화점,"10,000","-200","-2.0","13,868","138,715,090","10,050","10,100","9,950","108,216,110,000","0.01","10,821,611",,,
1185,011320,유니크,"5,600","-720","-11.4","664,464","3,928,710,540","6,160","6,190","5,590","108,195,892,000","0.01","19,320,695",,,
1186,003480,한진중공업홀딩스,"3,660","-130","-3.4","9,814","36,091,105","3,830","3,830","3,610","108,079,111,920","0.01","29,529,812",,,
1187,150840,인트로메딕,"15,000","-350","-2.3","133,968","2,015,818,800","15,050","15,350","14,800","108,032,670,000","0.01","7,202,178",,,
1188,000215,대림산업우,"28,400","-700","-2.4","6,009","170,363,750","29,350","29,350","28,100","107,920,000,000","0.01","3,800,000",,,
1189,012160,영흥철강,"1,255","-40","-3.1","237,175","301,950,110","1,285","1,295","1,255","107,712,268,795","0.01","85,826,509",,,
1190,059120,아진엑스텍,"15,800","-700","-4.2","410,780","6,634,619,650","15,850","16,700","15,750","107,531,023,800","0.01","6,805,761",,,
1191,017510,세명전기,"7,040","-290","-4.0","794,470","5,705,404,160","7,100","7,400","6,980","107,331,840,000","0.01","15,246,000",,,
1192,263600,덕우전자,"13,200","-700","-5.0","54,985","735,850,900","13,600","13,750","13,100","107,052,871,200","0.01","8,110,066",,,
1193,046070,코다코,"2,740","-135","-4.7","286,195","794,364,570","2,815","2,830","2,705","107,036,061,440","0.01","39,064,256",,,
1194,238090,앤디포스,"7,070","-140","-1.9","30,132","212,909,620","7,000","7,200","6,950","106,537,582,550","0.01","15,068,965",,,
1195,036810,에프에스티,"5,450","-410","-7.0","631,460","3,512,320,790","5,720","5,780","5,430","106,505,082,650","0.01","19,542,217",,,
1196,035290,더블유에프엠,"4,800","-360","-7.0","727,658","3,529,984,980","4,800","5,090","4,725","106,434,600,000","0.01","22,173,875",,,
1197,102210,해덕파워웨이,"9,850","90","0.9","113,814","1,094,974,350","9,250","9,860","9,250","106,381,576,000","0.01","10,800,160",,,
1198,065560,녹원씨엔아이,"10,000","-600","-5.7","122,744","1,242,475,630","10,450","10,550","9,910","106,316,670,000","0.01","10,631,667",,,
1199,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.01","80,808,407",,,
1200,107590,미원홀딩스,"45,500","-900","-1.9","5,950","270,626,850","46,400","46,850","45,000","106,095,717,000","0.01","2,331,774",,,
1201,040160,누리텔레콤,"8,800","-350","-3.8","72,543","650,374,030","9,000","9,180","8,650","106,088,708,000","0.01","12,055,535",,,
1202,000220,유유제약,"16,650","-1,400","-7.8","540,451","9,188,908,600","17,150","17,550","16,350","106,036,973,550","0.01","6,368,587",,,
1203,217600,켐온,"1,680","-75","-4.3","1,098,330","1,857,770,200","1,735","1,735","1,650","105,983,371,200","0.01","63,085,340",,,
1204,002720,국제약품,"6,080","-520","-7.9","482,277","3,024,696,090","6,360","6,530","6,030","105,771,303,680","0.01","17,396,596",,,
1205,088390,이녹스,"11,300","-750","-6.2","68,998","797,432,000","11,800","11,800","11,300","105,664,537,200","0.01","9,350,844",,,
1206,003280,흥아해운,"626","-29","-4.4","1,875,704","1,204,829,424","649","656","626","105,614,607,180","0.01","168,713,430",,,
1207,071670,에이테크솔루션,"10,550","-450","-4.1","179,200","1,893,031,650","10,800","10,800","10,300","105,500,000,000","0.01","10,000,000",,,
1208,047400,유니온머티리얼,"2,505","-100","-3.8","162,398","413,609,150","2,555","2,620","2,500","105,210,000,000","0.01","42,000,000",,,
1209,195990,유지인트,"1,350","-25","-1.8","1,475,233","1,995,169,315","1,370","1,370","1,340","105,129,368,100","0.01","77,873,606",,,
1210,102120,어보브반도체,"6,010","-490","-7.5","350,361","2,156,860,720","6,380","6,380","5,990","104,932,514,530","0.01","17,459,653",,,
1211,003580,동원,"5,470","-80","-1.4","34,303","186,655,570","5,370","5,540","5,370","104,920,617,000","0.01","19,181,100",,,
1212,047080,한빛소프트,"4,230","-210","-4.7","333,466","1,428,070,655","4,320","4,420","4,155","104,818,706,280","0.01","24,779,836",,,
1213,009780,엠에스씨,"11,900","-50","-0.4","6,296","73,972,850","11,750","11,950","11,650","104,720,000,000","0.01","8,800,000",,,
1214,092870,엑시콘,"11,750","-450","-3.7","41,941","493,034,250","12,000","12,200","11,500","104,381,125,000","0.01","8,883,500",,,
1215,104540,코렌텍,"10,500","-1,250","-10.6","267,191","2,884,121,250","11,300","11,300","10,300","104,340,106,500","0.01","9,937,153",,,
1216,139050,데일리블록체인,"3,595","-5","-0.1","812,176","3,009,430,225","3,725","3,860","3,550","104,228,814,020","0.01","28,992,716",,,
1217,120240,대정화금,"16,250","-950","-5.5","179,121","3,003,186,400","16,500","17,300","16,250","104,108,988,750","0.01","6,406,707",,,
1218,123330,제닉,"14,950","-1,400","-8.6","175,266","2,680,172,700","15,800","15,800","14,850","103,603,500,000","0.01","6,930,000",,,
1219,018680,서울제약,"12,300","-1,000","-7.5","255,002","3,263,126,750","12,900","13,450","12,300","103,586,344,200","0.01","8,421,654",,,
1220,011090,에넥스,"1,725","-70","-3.9","225,798","394,208,480","1,775","1,775","1,720","103,485,580,725","0.01","59,991,641",,,
1221,023760,한국캐피탈,"615","-17","-2.7","775,068","476,565,629","630","630","607","103,448,889,240","0.01","168,209,576",,,
1222,054180,중앙오션,"4,600","-220","-4.6","276,911","1,316,708,340","4,650","4,925","4,600","103,393,960,800","0.01","22,476,948",,,
1223,088910,동우팜투테이블,"4,000","-95","-2.3","191,876","771,393,220","4,070","4,090","3,980","103,327,056,000","0.01","25,831,764",,,
1224,048430,유라테크,"8,950","-620","-6.5","239,978","2,185,812,030","9,250","9,350","8,920","103,104,000,000","0.01","11,520,000",,,
1225,101330,모베이스,"5,150","-110","-2.1","63,580","328,515,580","5,210","5,250","5,140","102,961,148,400","0.01","19,992,456",,,
1226,033540,파라텍,"6,170","-130","-2.1","98,933","611,180,000","6,210","6,300","6,110","102,863,895,400","0.01","16,671,620",,,
1227,950140,잉글우드랩,"5,170","-240","-4.4","108,524","571,821,390","5,400","5,410","5,170","102,716,867,220","0.01","19,867,866",,,
1228,039010,현대통신,"11,850","-800","-6.3","338,816","4,101,829,450","12,300","12,500","11,800","102,206,250,000","0.01","8,625,000",,,
1229,027830,대성창투,"2,555","-145","-5.4","770,334","2,024,499,175","2,600","2,730","2,550","102,200,000,000","0.01","40,000,000",,,
1230,068330,일신바이오,"2,310","-180","-7.2","1,413,860","3,360,508,865","2,410","2,445","2,305","102,139,283,400","0.01","44,216,140",,,
1231,130580,나이스디앤비,"6,630","-190","-2.8","11,495","76,979,490","6,750","6,850","6,500","102,102,000,000","0.01","15,400,000",,,
1232,130660,한전산업,"3,130","-485","-13.4","1,211,494","3,961,604,925","3,580","3,580","3,070","102,038,000,000","0.01","32,600,000",,,
1233,053690,한미글로벌,"9,360","-190","-2.0","41,726","391,164,250","9,480","9,480","9,200","102,001,273,920","0.01","10,897,572",,,
1234,236030,씨알푸드,"51,500","0","0.0","0","0","0","0","0","101,970,000,000","0.01","1,980,000",,,
1235,033340,좋은사람들,"3,860","-155","-3.9","5,034,235","20,266,447,915","3,810","4,280","3,805","101,952,388,960","0.01","26,412,536",,,
1236,012790,신일제약,"12,900","-800","-5.8","151,172","1,994,979,250","13,300","13,650","12,750","101,910,000,000","0.01","7,900,000",,,
1237,052420,오성첨단소재,"3,470","-60","-1.7","1,425,054","5,086,468,035","3,470","3,720","3,400","101,898,108,030","0.01","29,365,449",,,
1238,043200,파루,"3,430","-150","-4.2","587,442","2,046,032,280","3,560","3,560","3,390","101,759,754,810","0.01","29,667,567",,,
1239,060370,KT서브마린,"4,625","155","3.5","856,390","3,940,020,040","4,420","4,700","4,395","101,287,500,000","0.01","21,900,000",,,
1240,087260,모바일어플라이언스,"6,740","-730","-9.8","535,420","3,746,295,230","7,290","7,320","6,700","101,100,000,000","0.01","15,000,000",,,
1241,043650,국순당,"5,650","-130","-2.2","82,597","471,364,090","5,730","5,770","5,630","100,899,417,600","0.01","17,858,304",,,
1242,036010,아비코전자,"7,580","-330","-4.2","101,824","780,418,730","7,840","7,840","7,560","100,760,439,720","0.01","13,292,934",,,
1243,065530,전파기지국,"18,950","-150","-0.8","15,189","283,798,850","18,950","19,000","18,400","100,169,700,000","0.01","5,286,000",,,
1244,047920,씨트리,"7,700","-530","-6.4","763,631","6,016,308,900","8,010","8,090","7,610","100,164,379,700","0.01","13,008,361",,,
1245,012320,경동인베스트,"42,350","-850","-2.0","1,018","43,347,950","43,050","43,050","42,350","100,158,724,050","0.01","2,365,023",,,
1246,031510,오스템,"3,850","-190","-4.7","349,503","1,361,075,350","4,040","4,045","3,830","100,100,000,000","0.01","26,000,000",,,
1247,080000,에스엔유,"3,200","-70","-2.1","117,594","380,452,205","3,220","3,320","3,195","100,000,000,000","0.01","31,250,000",,,
1248,004080,신흥,"10,400","-450","-4.2","3,678","38,936,850","10,800","10,800","10,400","99,840,000,000","0.01","9,600,000",,,
1249,023800,인지컨트롤스,"6,580","-650","-9.0","394,192","2,706,984,930","7,150","7,190","6,490","99,753,642,240","0.01","15,160,128",,,
1250,078070,유비쿼스홀딩스,"6,200","-120","-1.9","22,618","139,121,970","6,130","6,300","6,100","99,671,479,000","0.01","16,076,045",,,
1251,032850,비트컴퓨터,"5,990","-410","-6.4","392,009","2,412,724,650","6,220","6,380","5,940","99,573,525,070","0.01","16,623,293",,,
1252,045970,코아시아홀딩스,"5,280","-10","-0.2","2,087","10,820,820","5,260","5,280","5,090","99,481,747,200","0.01","18,841,240",,,
1253,000890,보해양조,"1,030","-35","-3.3","1,131,930","1,178,796,745","1,050","1,060","1,025","99,467,662,380","0.01","96,570,546",,,
1254,036180,영인프런티어,"5,650","-180","-3.1","1,828,279","10,784,667,170","5,650","6,170","5,490","99,441,926,650","0.01","17,600,341",,,
1255,129260,인터지스,"3,340","-90","-2.6","149,574","503,175,870","3,390","3,450","3,335","99,357,899,160","0.01","29,747,874",,,
1256,015230,대창단조,"49,650","-850","-1.7","2,776","137,098,550","50,500","50,500","48,850","99,300,000,000","0.01","2,000,000",,,
1257,100840,S&TC,"13,550","-150","-1.1","19,825","269,420,900","13,700","13,800","13,350","98,876,382,500","0.01","7,297,150",,,
1258,163560,동일고무벨트,"7,820","-120","-1.5","8,155","63,704,880","7,800","7,940","7,760","98,844,800,000","0.01","12,640,000",,,
1259,042040,케이피엠테크,"1,320","-5","-0.4","934,786","1,243,168,905","1,320","1,365","1,280","98,801,374,320","0.01","74,849,526",,,
1260,073570,에이티테크놀러지,"10,700","100","0.9","309,127","3,313,774,900","10,600","11,150","10,450","98,711,448,300","0.01","9,225,369",,,
1261,156100,엘앤케이바이오,"9,940","-610","-5.8","146,834","1,474,153,560","10,150","10,250","9,900","98,668,038,280","0.01","9,926,362",,,
1262,206400,엔터메이트,"2,220","150","7.2","2,611,200","5,639,249,675","2,000","2,255","1,920","98,118,323,460","0.01","44,197,443",,,
1263,058730,동아에스텍,"6,370","-190","-2.9","106,388","681,852,060","6,560","6,560","6,270","98,098,000,000","0.01","15,400,000",,,
1264,056090,유앤아이,"12,750","-550","-4.1","63,053","811,826,900","13,050","13,250","12,700","98,081,185,500","0.01","7,692,642",,,
1265,101160,월덱스,"5,940","-120","-2.0","112,157","667,933,400","5,900","6,250","5,840","98,075,298,420","0.01","16,510,993",,,
1266,011785,금호석유우,"32,400","-950","-2.8","4,796","154,140,650","33,000","33,000","31,600","97,960,946,400","0.01","3,023,486",,,
1267,900080,에스앤씨엔진그룹,"850","-55","-6.1","1,018,185","884,359,346","910","910","832","97,953,719,500","0.01","115,239,670",,,
1268,083450,GST,"10,500","-650","-5.8","161,767","1,735,180,850","10,850","11,000","10,500","97,836,322,500","0.01","9,317,745",,,
1269,000500,가온전선,"23,500","-600","-2.5","3,642","85,797,700","23,700","23,850","23,100","97,768,154,500","0.01","4,160,347",,,
1270,216280,원텍,"24,500","-50","-0.2","1,418","34,746,950","25,800","25,900","24,500","97,755,000,000","0.01","3,990,000",,,
1271,111820,지와이커머스,"4,900","155","3.3","549,715","2,633,010,975","4,660","5,060","4,440","97,550,625,900","0.01","19,908,291",,,
1272,006660,삼성공조,"12,000","-150","-1.2","12,981","154,285,150","12,000","12,000","11,800","97,515,768,000","0.01","8,126,314",,,
1273,039230,폭스브레인,"2,130","-80","-3.6","989,082","2,129,014,670","2,160","2,210","2,100","97,280,422,800","0.01","45,671,560",,,
1274,120030,조선선재,"77,300","-1,600","-2.0","1,753","136,627,500","78,300","78,500","77,300","97,216,422,300","0.01","1,257,651",,,
1275,039420,케이엘넷,"4,020","-340","-7.8","891,021","3,721,524,160","4,215","4,280","4,020","97,102,014,600","0.01","24,154,730",,,
1276,057540,옴니시스템,"2,385","-125","-5.0","463,149","1,127,747,980","2,460","2,480","2,385","97,019,450,775","0.01","40,679,015",,,
1277,019685,대교우B,"4,985","-15","-0.3","11,028","55,069,220","5,020","5,020","4,980","96,843,545,150","0.01","19,426,990",,,
1278,011150,CJ씨푸드,"2,695","-55","-2.0","86,597","235,535,020","2,725","2,750","2,685","96,833,433,235","0.01","35,930,773",,,
1279,047820,초록뱀,"1,490","-90","-5.7","1,505,038","2,303,352,330","1,565","1,585","1,475","96,611,485,270","0.01","64,839,923",,,
1280,068290,삼성출판사,"9,630","-310","-3.1","27,561","267,321,580","9,890","9,960","9,600","96,300,000,000","0.01","10,000,000",,,
1281,001750,한양증권,"7,560","-130","-1.7","15,426","116,407,170","7,670","7,670","7,470","96,227,717,040","0.01","12,728,534",,,
1282,122350,삼기오토모티브,"3,120","-125","-3.8","308,364","967,906,575","3,190","3,215","3,085","96,181,038,720","0.01","30,827,256",,,
1283,004780,대륙제관,"6,040","-50","-0.8","21,122","128,294,410","6,060","6,140","6,040","96,055,321,960","0.01","15,903,199",,,
1284,007590,동방아그로,"7,040","-100","-1.4","7,819","54,999,560","7,070","7,080","7,010","95,867,742,080","0.01","13,617,577",,,
1285,095500,미래나노텍,"4,115","-125","-3.0","144,798","600,937,420","4,145","4,215","4,115","95,836,428,295","0.01","23,289,533",,,
1286,065130,탑엔지니어링,"5,990","-130","-2.1","143,594","849,397,200","6,070","6,080","5,800","95,697,779,430","0.01","15,976,257",,,
1287,187220,디티앤씨,"9,700","-100","-1.0","115,036","1,119,245,100","9,690","9,920","9,550","95,584,323,800","0.01","9,854,054",,,
1288,096640,멜파스,"4,495","-120","-2.6","67,055","302,044,260","4,580","4,580","4,480","95,550,893,745","0.01","21,257,151",,,
1289,009770,삼정펄프,"38,100","-650","-1.7","310","11,799,300","38,650","38,850","37,750","95,248,895,100","0.01","2,499,971",,,
